0,0,-66.0
0,1,-66.0
0,2,-66.0
0,3,-69.0
0,4,-70.0
0,5,-73.0
0,6,-72.0
0,7,-70.0
0,8,-68.0
0,9,-67.0
0,10,-69.0
0,11,-71.0
0,12,-82.0
0,13,-76.0
0,14,-70.0
0,15,-71.0
0,16,-67.0
0,17,-66.0
0,18,-66.0
0,19,-68.0
0,20,-71.0
0,21,-71.0
0,22,-67.0
0,23,-66.0
1,0,-67.0
1,1,-65.0
1,2,-65.0
1,3,-63.0
1,4,-65.0
1,5,-66.0
1,6,-68.0
1,7,-69.0
1,8,-68.0
1,9,-68.0
1,10,-69.0
1,11,-73.0
1,12,-81.0
1,13,-74.0
1,14,-69.0
1,15,-65.0
1,16,-64.0
1,17,-63.0
1,18,-63.0
1,19,-64.0
1,20,-65.0
1,21,-67.0
1,22,-64.0
1,23,-63.0
2,0,-68.0
2,1,-66.0
2,2,-65.0
2,3,-64.0
2,4,-64.0
2,5,-65.0
2,6,-67.0
2,7,-69.0
2,8,-70.0
2,9,-72.0
2,10,-72.0
2,11,-77.0
2,12,-75.0
2,13,-70.0
2,14,-68.0
2,15,-64.0
2,16,-63.0
2,17,-62.0
2,18,-62.0
2,19,-64.0
2,20,-64.0
2,21,-65.0
2,22,-65.0
2,23,-64.0
3,0,-71.0
3,1,-70.0
3,2,-65.0
3,3,-65.0
3,4,-65.0
3,5,-65.0
3,6,-66.0
3,7,-70.0
3,8,-73.0
3,9,-78.0
3,10,-78.0
3,11,-81.0
3,12,-76.0
3,13,-71.0
3,14,-69.0
3,15,-66.0
3,16,-63.0
3,17,-63.0
3,18,-62.0
3,19,-63.0
3,20,-66.0
3,21,-66.0
3,22,-66.0
3,23,-66.0
4,0,-79.0
4,1,-73.0
4,2,-67.0
4,3,-66.0
4,4,-65.0
4,5,-64.0
4,6,-66.0
4,7,-66.0
4,8,-70.0
4,9,-74.0
4,10,-80.0
4,11,-75.0
4,12,-74.0
4,13,-71.0
4,14,-70.0
4,15,-69.0
4,16,-66.0
4,17,-65.0
4,18,-62.0
4,19,-64.0
4,20,-63.0
4,21,-66.0
4,22,-71.0
4,23,-69.0
5,0,-74.0
5,1,-73.0
5,2,-78.0
5,3,-71.0
5,4,-64.0
5,5,-64.0
5,6,-63.0
5,7,-64.0
5,8,-63.0
5,9,-67.0
5,10,-71.0
5,11,-73.0
5,12,-71.0
5,13,-70.0
5,14,-69.0
5,15,-68.0
5,16,-68.0
5,17,-66.0
5,18,-65.0
5,19,-65.0
5,20,-66.0
5,21,-70.0
5,22,-79.0
5,23,-78.0
6,0,-70.0
6,1,-70.0
6,2,-73.0
6,3,-71.0
6,4,-65.0
6,5,-64.0
6,6,-63.0
6,7,-62.0
6,8,-64.0
6,9,-66.0
6,10,-68.0
6,11,-69.0
6,12,-69.0
6,13,-69.0
6,14,-67.0
6,15,-68.0
6,16,-68.0
6,17,-67.0
6,18,-66.0
6,19,-66.0
6,20,-67.0
6,21,-69.0
6,22,-72.0
6,23,-73.0
7,0,-67.0
7,1,-68.0
7,2,-71.0
7,3,-70.0
7,4,-67.0
7,5,-65.0
7,6,-63.0
7,7,-62.0
