0,0,-71.0
0,1,-71.0
0,2,-72.0
0,3,-73.0
0,4,-73.0
0,5,-73.0
0,6,-71.0
0,7,-69.0
0,8,-71.0
0,9,-70.0
0,10,-70.0
0,11,-69.0
0,12,-74.0
0,13,-78.0
0,14,-86.0
0,15,-85.0
0,16,-76.0
0,17,-75.0
0,18,-76.0
0,19,-78.0
0,20,-71.0
0,21,-68.0
0,22,-66.0
0,23,-64.0
1,0,-69.0
1,1,-69.0
1,2,-69.0
1,3,-67.0
1,4,-67.0
1,5,-66.0
1,6,-65.0
1,7,-65.0
1,8,-66.0
1,9,-67.0
1,10,-68.0
1,11,-71.0
1,12,-77.0
1,13,-85.0
1,14,-77.0
1,15,-71.0
1,16,-69.0
1,17,-71.0
1,18,-69.0
1,19,-69.0
1,20,-69.0
1,21,-68.0
1,22,-66.0
1,23,-65.0
2,0,-67.0
2,1,-67.0
2,2,-66.0
2,3,-65.0
2,4,-64.0
2,5,-63.0
2,6,-64.0
2,7,-64.0
2,8,-64.0
2,9,-66.0
2,10,-71.0
2,11,-73.0
2,12,-80.0
2,13,-80.0
2,14,-73.0
2,15,-70.0
2,16,-67.0
2,17,-66.0
2,18,-66.0
2,19,-69.0
2,20,-68.0
2,21,-68.0
2,22,-65.0
2,23,-63.0
3,0,-67.0
3,1,-66.0
3,2,-65.0
3,3,-63.0
3,4,-63.0
3,5,-63.0
3,6,-63.0
3,7,-63.0
3,8,-64.0
3,9,-67.0
3,10,-69.0
3,11,-72.0
3,12,-78.0
3,13,-74.0
3,14,-69.0
3,15,-67.0
3,16,-65.0
3,17,-65.0
3,18,-65.0
3,19,-65.0
3,20,-67.0
3,21,-67.0
3,22,-65.0
3,23,-64.0
4,0,-70.0
4,1,-70.0
4,2,-66.0
4,3,-64.0
4,4,-63.0
4,5,-63.0
4,6,-63.0
4,7,-63.0
4,8,-65.0
4,9,-68.0
4,10,-71.0
4,11,-73.0
4,12,-74.0
4,13,-72.0
4,14,-69.0
4,15,-67.0
4,16,-65.0
4,17,-65.0
4,18,-65.0
