0,0,-65.0
0,1,-67.0
0,2,-65.0
0,3,-66.0
0,4,-68.0
0,5,-70.0
0,6,-67.0
0,7,-64.0
0,8,-63.0
0,9,-63.0
0,10,-64.0
0,11,-66.0
0,12,-72.0
0,13,-71.0
0,14,-65.0
0,15,-63.0
0,16,-62.0
0,17,-63.0
0,18,-64.0
0,19,-67.0
0,20,-67.0
0,21,-64.0
0,22,-64.0
0,23,-64.0
1,0,-64.0
1,1,-66.0
1,2,-65.0
1,3,-65.0
1,4,-67.0
1,5,-72.0
1,6,-69.0
1,7,-67.0
1,8,-63.0
1,9,-63.0
1,10,-64.0
1,11,-66.0
1,12,-70.0
1,13,-70.0
1,14,-66.0
1,15,-63.0
1,16,-61.0
1,17,-61.0
1,18,-63.0
1,19,-65.0
1,20,-66.0
1,21,-66.0
1,22,-64.0
1,23,-63.0
2,0,-67.0
2,1,-65.0
2,2,-63.0
2,3,-64.0
2,4,-66.0
2,5,-69.0
2,6,-71.0
2,7,-71.0
2,8,-67.0
2,9,-64.0
2,10,-64.0
2,11,-66.0
2,12,-66.0
2,13,-68.0
2,14,-66.0
2,15,-64.0
2,16,-62.0
2,17,-61.0
2,18,-63.0
2,19,-64.0
2,20,-66.0
2,21,-66.0
2,22,-65.0
2,23,-65.0
3,0,-73.0
3,1,-69.0
3,2,-63.0
3,3,-64.0
3,4,-64.0
3,5,-67.0
3,6,-73.0
3,7,-72.0
3,8,-66.0
3,9,-65.0
3,10,-63.0
3,11,-63.0
3,12,-64.0
3,13,-66.0
3,14,-66.0
3,15,-64.0
3,16,-63.0
3,17,-62.0
3,18,-62.0
3,19,-64.0
3,20,-65.0
3,21,-65.0
3,22,-65.0
3,23,-65.0
4,0,-75.0
4,1,-71.0
4,2,-63.0
4,3,-63.0
4,4,-63.0
4,5,-67.0
4,6,-71.0
4,7,-76.0
4,8,-68.0
4,9,-63.0
4,10,-61.0
4,11,-61.0
4,12,-63.0
4,13,-64.0
4,14,-65.0
4,15,-65.0
4,16,-64.0
4,17,-62.0
4,18,-63.0
4,19,-63.0
4,20,-64.0
4,21,-66.0
4,22,-64.0
4,23,-64.0
5,0,-78.0
5,1,-71.0
5,2,-65.0
5,3,-62.0
5,4,-63.0
5,5,-64.0
5,6,-71.0
5,7,-79.0
5,8,-71.0
5,9,-63.0
5,10,-60.0
5,11,-60.0
5,12,-59.0
5,13,-60.0
5,14,-64.0
5,15,-64.0
5,16,-65.0
5,17,-64.0
5,18,-65.0
5,19,-66.0
5,20,-71.0
5,21,-67.0
5,22,-65.0
5,23,-65.0
6,0,-73.0
6,1,-70.0
6,2,-63.0
6,3,-61.0
6,4,-62.0
6,5,-64.0
6,6,-67.0
6,7,-73.0
6,8,-69.0
6,9,-63.0
6,10,-61.0
6,11,-59.0
6,12,-60.0
6,13,-59.0
6,14,-63.0
6,15,-64.0
6,16,-66.0
6,17,-65.0
6,18,-65.0
6,19,-66.0
6,20,-68.0
6,21,-71.0
6,22,-69.0
6,23,-69.0
7,0,-76.0
7,1,-69.0
7,2,-65.0
7,3,-62.0
7,4,-61.0
7,5,-62.0
7,6,-65.0
7,7,-70.0
7,8,-69.0
7,9,-65.0
7,10,-62.0
7,11,-60.0
7,12,-60.0
7,13,-61.0
7,14,-61.0
7,15,-63.0
7,16,-65.0
7,17,-68.0
7,18,-67.0
7,19,-69.0
7,20,-71.0
7,21,-75.0
7,22,-74.0
7,23,-72.0
8,0,-70.0
8,1,-77.0
8,2,-71.0
8,3,-66.0
8,4,-64.0
8,5,-63.0
8,6,-66.0
8,7,-69.0
8,8,-72.0
8,9,-69.0
8,10,-63.0
8,11,-61.0
8,12,-60.0
8,13,-60.0
8,14,-61.0
8,15,-62.0
8,16,-64.0
8,17,-65.0
8,18,-69.0
8,19,-71.0
8,20,-80.0
8,21,-80.0
8,22,-72.0
8,23,-70.0
9,0,-71.0
9,1,-76.0
9,2,-74.0
9,3,-70.0
9,4,-65.0
9,5,-64.0
9,6,-63.0
9,7,-65.0
9,8,-71.0
9,9,-74.0
9,10,-68.0
9,11,-65.0
9,12,-62.0
9,13,-61.0
9,14,-61.0
9,15,-62.0
9,16,-63.0
9,17,-63.0
9,18,-66.0
9,19,-71.0
9,20,-74.0
9,21,-76.0
9,22,-72.0
9,23,-69.0
10,0,-66.0
10,1,-68.0
10,2,-74.0
10,3,-70.0
10,4,-68.0
10,5,-65.0
10,6,-64.0
10,7,-65.0
10,8,-68.0
10,9,-71.0
10,10,-72.0
10,11,-67.0
10,12,-64.0
10,13,-63.0
10,14,-63.0
10,15,-64.0
10,16,-62.0
10,17,-63.0
10,18,-65.0
10,19,-69.0
10,20,-73.0
10,21,-83.0
10,22,-73.0
10,23,-68.0
11,0,-64.0
11,1,-67.0
11,2,-71.0
11,3,-72.0
11,4,-69.0
11,5,-69.0
11,6,-66.0
11,7,-66.0
11,8,-67.0
11,9,-68.0
11,10,-69.0
11,11,-73.0
11,12,-69.0
11,13,-71.0
11,14,-68.0
11,15,-64.0
11,16,-63.0
11,17,-64.0
11,18,-64.0
11,19,-66.0
11,20,-70.0
11,21,-73.0
11,22,-73.0
11,23,-70.0
12,0,-64.0
12,1,-65.0
12,2,-68.0
12,3,-70.0
12,4,-73.0
12,5,-69.0
12,6,-66.0
12,7,-65.0
12,8,-66.0
12,9,-66.0
12,10,-70.0
12,11,-73.0
12,12,-73.0
12,13,-72.0
12,14,-71.0
12,15,-67.0
12,16,-65.0
12,17,-65.0
12,18,-66.0
12,19,-65.0
12,20,-66.0
12,21,-67.0
12,22,-67.0
12,23,-67.0
13,0,-62.0
13,1,-65.0
13,2,-65.0
13,3,-69.0
13,4,-69.0
13,5,-68.0
13,6,-67.0
13,7,-68.0
13,8,-67.0
13,9,-69.0
13,10,-69.0
13,11,-71.0
